School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date
"610,178","5,950","25,391",SCHMID,Theophilus Schmid Elementary School,ES,false,true,true,true,"Schmid is a neighborhood school recognized for continued academic growth and a wide range of extracurricular programs for all students. Schmid is committed to meeting the needs of all students by providing a challenging, integrated curriculum with high expectations for every child. External partners include Chicago State, Cottage Grove Heights Community Coalition, and Open Lands/Space to Grow.",Principal,Ms.Andrea N. Black,Counselor,Carolyn Curtin,9755 S GREENWOOD AVE,Chicago,Illinois,"60,628","7,735,356,235","7,735,356,092",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610178,https://schmidchargers.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",191,178,29,1,189,1,0,0,0,0,0,1,0,0,There are 191 students enrolled at SCHMID.  93.2% are Low Income Students.  15.2% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at SCHMID is Black.  This demographic makes up 99% of the student population.  The second greatest demographic is Hispanic at 0.5%.,true,Half Day,Full Day,08:45 AM-03:45 PM,,3:45 - 5:00pm,08:30am,,,,true,Y,,,,,"5, 95E, 100",Red,Metra Electric District (ME),41.716989,-87.596932,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Clerk,Miriam Henderson,,,,,,,,,Network 12,true,false,true,false,09/01/2004 12:00:00 AM,
"609,799","2,270","22,231",BELL,Alexander Graham Bell Elementary School,ES,false,true,true,false,"Bell offers a strong general education program, a Regional Gifted Center for Grades KG-8, and a specialized program for deaf students. Bell has extensive after school programming, additional arts programming and social emotional curriculum across all grade levels. Bell also offers instruction in Chinese and introduction to American Sign Language.",Principal,Kathleen Marie Miller,Assistant Principal,Mr. Michael J. Kosko,3730 N OAKLEY AVE,Chicago,Illinois,"60,618","7,735,345,150","7,735,345,163",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609799,https://bell.cps.edu,,https://twitter.com/AGBellSchool,,,true,"K,1,2,3,4,5,6,7,8",K-8,"1,011",135,110,54,21,173,595,115,1,0,0,101,5,0,There are 1011 students enrolled at BELL.  13.4% are Low Income Students.  10.9% are Diverse Learners.  5.3% are Limited English Learners.,The largest demographic at BELL is White.  This demographic makes up 58.9% of the student population.  The second greatest demographic is Hispanic at 17.1%.,false,,Full Day,08:15 AM-03:15 PM,,3:15 PM - 4:00 PM,07:45 AM,Chinese,true,,false,,,,true,,"49, 152",,,41.94953,-87.686018,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2019-2020,,,,,,,,,,,Network 4,true,false,true,false,09/01/2004 12:00:00 AM,
"610,367","8,050","26,631",DEPRIEST,Oscar DePriest Elementary School,ES,false,true,true,true,"At Oscar DePriest Elementary School we focus on providing strong instructional programs, a student-centered learning environment, and high-quality teaching. We offer special education programs for qualified students serving students with varying disabilities including autism. Our school has labs for science, music, and computer, offering Internet access in every classroom. We also offer World Language Spanish classes for middle school students. 
 
Our Mission: We are a school community that envisions a climate that promotes global awareness, international thinking, and the utmost appreciation for learning. We strive to develop caring individuals that will be reflective and inquisitive.",Principal,Latasha M Geverola,Assistant Principal,Victoria R. Perry,139 S PARKSIDE AVE,Chicago,Illinois,"60,644","7,735,346,800","7,735,346,799",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610367,https://depriestschool.org,http://www.facebook.com/depriestschool,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",522,511,125,10,488,29,1,0,0,0,0,3,1,0,There are 522 students enrolled at DEPRIEST.  97.9% are Low Income Students.  23.9% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at DEPRIEST is Black.  This demographic makes up 93.5% of the student population.  The second greatest demographic is Hispanic at 5.6%.,false,Full Day,Full Day,07:30 AM-02:30 PM,,2:30 PM - 5:30 PM,7:20 AM,Spanish,true,,true,,Y,true,,,"20, 85, 91, 126","Blue, Green",,41.877979,-87.766298,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Professional School Counselor,Tamara L. Anderson,Case Manager,Komaljit Suga,,,,,,,Network 3,true,false,true,false,09/01/2004 12:00:00 AM,
"609,954","3,660","23,441",GREGORY,John Milton Gregory Elementary School,ES,false,true,true,true,"Gregory Math & Science Academy provides a supportive environment to foster student development as literate, thinking problem solvers and productive global citizens. Gregory Academy has received recoginitions for academic achievements. Our partnerships include DePaul University, Great Lakes Naval Base, Ravinia, Chicago Bulls, and Chicago Youth Symphony Orchestra.",Principal,Donella Carter,Other,Ms. Daphne Gordon,3715 W POLK ST,Chicago,Illinois,"60,624","7,735,346,820","7,735,346,484",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609954,https://gregoryacademy.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",335,328,44,0,333,2,0,0,0,0,0,0,0,0,There are 335 students enrolled at GREGORY.  97.9% are Low Income Students.  13.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at GREGORY is Black.  This demographic makes up 99.4% of the student population.  The second greatest demographic is Hispanic at 0.6%.,true,Half Day,Full Day,08:30 AM-03:30 PM,,3:30 - 5:45,8:15 a.m.,,,,true,,,,,,,Blue,,41.870742,-87.718666,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 5,true,false,true,false,09/01/2004 12:00:00 AM,
"400,036","7,700","66,481",CHICAGO VIRTUAL,Chicago Virtual Charter School,HS,true,true,true,false,CVCS is hybrid K-12 school. Students complete most of their studies from home or other locations. Students are required to attend their online classes and their required class at the CVCS learning center one day each week,Director,Ms. Vikki Stokes,Interim CEO,Vikki Stokes,38 S PEORIA ST,Chicago,Illinois,"60,607","3,122,674,486","3,123,800,534",http://cps.edu/Schools/Pages/school.aspx?SchoolID=400036,https://www.cvcschool.org/,https://www.facebook.com/cvcschool1/,https://twitter.com/CVCSCHOOL1,,,false,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,506,356,62,31,303,102,49,36,2,0,0,12,2,0,There are 506 students enrolled at CHICAGO VIRTUAL.  70.4% are Low Income Students.  12.3% are Diverse Learners.  6.1% are Limited English Learners.,The largest demographic at CHICAGO VIRTUAL is Black.  This demographic makes up 59.9% of the student population.  The second greatest demographic is Hispanic at 20.2%.,false,,Full Day,8:00 AM - 4:00 PM,"Because CVCS is an online school, students set their own schedule as long as they complete all assignments, but are required to work approximately six hours each school day.",,8:00 AM,"Chinese, French, German, Japanese, Latin, Spanish",true,false,true,,,,,,"8, 20, 126","Blue, Green","BNSF Railway (BNSF), Heritage Corridor (HC), Metra Electric District (ME), Milwaukee District North (MD-N), Milwaukee District West (MD-W), North Central Service (NCS), Rock Island District (RI), SouthWest Service (SWS), Union Pacific North (UP-N), Union Pacific Northwest (UP-NW), Union Pacific West (UP-W)",41.88055,-87.649772,,,50,67.2,70.4,78.9,Level 2,NOT APPLICABLE,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,Elementary Principal,Dr. Jason Streeter,High School Principal,Leslie Foster Ramsey,,,,,,,Charter,true,false,false,true,09/01/2006 12:00:00 AM,
"400,123","9,040","66,106",YCCS - SCHOLASTIC ACHIEVEMENT,YCCS- Academy of Scholastic Achievement HS,HS,true,false,false,false,YCCS-Academy of Scholastic Achievement,Director,Ms. Nicole Simpson,Assistant Principal,Marvin Simpson,4651 W MADISON ST,Chicago,Illinois,"60,644","7,739,211,315","7,739,218,324",http://cps.edu/Schools/Pages/school.aspx?SchoolID=400123,http://asaschool.org,https://www.facebook.com/asaschool/,,,,false,"9,10,11,12",9-12,111,103,21,0,106,3,0,0,1,0,0,0,0,1,There are 111 students enrolled at YCCS - SCHOLASTIC ACHIEVEMENT.  92.8% are Low Income Students.  18.9% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YCCS - SCHOLASTIC ACHIEVEMENT is Black.  This demographic makes up 95.5% of the student population.  The second greatest demographic is Hispanic at 2.7%.,true,,,8:00 AM - 2:44 PM,,,,,false,,true,,,,,,"20, 54",Green,,41.880447,-87.742539,,,11.5,67.2,,,Level 1+,NOT APPLICABLE,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,,,,,,,,,,,Options,false,false,false,false,07/01/2012 12:00:00 AM,
"610,235","6,520","25,921",YOUNG ES,Ella Flagg Young Elementary School,ES,false,true,true,true,"Young is a neighborhood school that offers a comprehensive, all-inclusive literacy program with a focus on developing lifelong readers. The school’s motto, “We are excited about teaching and learning,” is reflected each day by the administration, students, teachers, and staff. Parental involvement is encouraged at the school through BAC and NCLB-PAC.",Principal,Crystal Annette Bell,Assistant Principal,Jamikka T. Nelson,1434 N PARKSIDE AVE,Chicago,Illinois,"60,651","7,735,346,200","7,735,346,203",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610235,https://ellaflaggyoung.weebly.com,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",669,655,88,48,580,81,3,0,0,0,0,1,2,2,There are 669 students enrolled at YOUNG ES.  97.9% are Low Income Students.  13.2% are Diverse Learners.  7.2% are Limited English Learners.,The largest demographic at YOUNG ES is Black.  This demographic makes up 86.7% of the student population.  The second greatest demographic is Hispanic at 12.1%.,true,Full Day,Full Day,08:30 AM-03:30 PM,,,,,true,,true,,,,,,"72, 85, 91",,,41.906791,-87.767143,,,,,,,Level 3,INTENSIVE SUPPORT,"This school received a Level 3 rating, which is the lowest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Assistant Principal,Michele L. Sellers,,,,,,,,,Network 3,true,false,true,false,09/01/2004 12:00:00 AM,
"610,159","5,730","25,241",SCAMMON,Jonathan Y Scammon Elementary School,ES,false,true,true,true,"Scammon is a neighborhood school for Grades Pre-K through 8 and includes general education, bilingual education, ESL, and special education programs. Scammon works closely with staff, students, parents, and community members to provide a curriculum that focuses on high-quality literacy instruction, math, science, social studies, technology, and extracurricular activities.",Principal,Christos T Liberos,Assistant Principal,Jacqueline Barbara,4201 W HENDERSON ST,Chicago,Illinois,"60,641","7,735,343,475","7,735,343,516",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610159,http://scammon.cps.edu,,http://twitter.com/scammonschool,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",726,693,83,307,12,645,51,8,3,0,0,7,0,0,There are 726 students enrolled at SCAMMON.  95.5% are Low Income Students.  11.4% are Diverse Learners.  42.3% are Limited English Learners.,The largest demographic at SCAMMON is Hispanic.  This demographic makes up 88.8% of the student population.  The second greatest demographic is White at 7%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,,,,true,,true,,,,,,"53, 56",Blue,,41.941678,-87.732179,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Curriculum Coordinator,Renee Klimkiewicz,,,,,,,,,Network 1,true,false,true,false,09/01/2004 12:00:00 AM,
"610,125","5,390","24,931",RUIZ,Irma C Ruiz Elementary School,ES,false,true,true,true,"www.ruizelementaryschool.org  A Fine and Performing Arts Magnet Cluster school, Ruiz Elementary offers a wide variety of programs integrating the fine arts for all students. Our students may be seen acting, dancing up a storm, drumming, singing, or playing guitar!",Principal,Marla Ann Elitzer,Assistant Principal,Vauncia Allen,2410 S LEAVITT ST,Chicago,Illinois,"60,608","7,735,354,825","7,735,354,618",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610125,https://ruizelementaryschool.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",601,548,74,212,8,576,11,2,0,0,0,2,1,1,There are 601 students enrolled at RUIZ.  91.2% are Low Income Students.  12.3% are Diverse Learners.  35.3% are Limited English Learners.,The largest demographic at RUIZ is Hispanic.  This demographic makes up 95.8% of the student population.  The second greatest demographic is White at 1.8%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,,07:35AM,Spanish,true,,true,,,,,,"50, 60","Orange, Pink",,41.848101,-87.680745,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 7,true,false,true,false,09/01/2004 12:00:00 AM,
"610,305","7,320","26,391",LELAND,George Leland Elementary School,ES,false,true,true,true,Leland offers a rigorous instructional STEM curriculum for all PK - 8th grade students. Leland has been recognized by the U.S. Department of Education as a School of Excellence and a Blue Ribbon School in 2004. Leland has been recognized by the Illinois Department of Education as a Spotlight School and a Honor Roll School.,Principal,Jamikka T Nelson,Assistant Principal,Ms. Palisha Daughrity,512 S LAVERGNE AVE,Chicago,Illinois,"60,644","7,735,346,340","7,735,346,040",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610305,https://leland.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",350,336,53,3,328,16,0,0,0,0,0,0,1,5,There are 350 students enrolled at LELAND.  96% are Low Income Students.  15.1% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at LELAND is Black.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Hispanic at 4.6%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,,7:55 AM,,,,true,Y,,,,,"7, 57",Blue,,41.873587,-87.749276,,,,,,,Level 3,INTENSIVE SUPPORT,"This school received a Level 3 rating, which is the lowest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 3,true,false,true,false,09/01/2004 12:00:00 AM,
"400,101","8,094","66,398",ACERO - CISNEROS,Acero Charter Schools - Sandra Cisneros,ES,false,true,true,false,"Cisneros, opened in 2010, serves approximately 525 students from kindergarten to eighth grade. Cisneros earned an SQRP rating of 1+ in 2018. Both reading and math growth scores exceeded the national average in 2016. At Cisneros, writing is a core part of the school's rigorous and individualized academic programming. Students can supplement their academic experience with a variety of extracurricular activities such as sports, drama, choir, student council and K-4 Camp. Recognizing the importance of parent partnerships, Cisneros hosts a variety of family engagement events throughout the school year to connect families to the school community. From a play-inspired, language-immersive Kindergarten experience to the individualized high school support program, the foundation is laid for students to succeed while at Cisneros and beyond.  
  At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Mr. Adam Sparks,Assistant Principal,Jill Keller,2744 W PERSHING RD,Chicago,Illinois,"60,632","7,733,768,830","7,733,768,825",http://cps.edu/Schools/Pages/school.aspx?SchoolID=400101,http://sc.aceroschools.org,http://www.facebook.com/CisnerosAceroSchools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,false,"K,1,2,3,4,5,6,7,8",K-8,495,468,62,250,4,483,5,1,1,0,0,0,0,1,There are 495 students enrolled at ACERO - CISNEROS.  94.5% are Low Income Students.  12.5% are Diverse Learners.  50.5% are Limited English Learners.,The largest demographic at ACERO - CISNEROS is Hispanic.  This demographic makes up 97.6% of the student population.  The second greatest demographic is White at 1%.,true,,Full Day,8:00 AM - 3:30 PM,,,7:30 AM,Spanish,true,,true,,,,,,,,,41.822884,-87.693996,,,,,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,,,,,,,,,,,Charter,false,false,false,false,07/01/2010 12:00:00 AM,
"610,117","5,310","24,851",PASTEUR,Louis Pasteur Elementary School,ES,false,false,true,true,"Pasteur School is a community school recognized for promoting excellence in learning for all students through the utilization of differentiated instruction and the integration of literature and writing across the curriculum. Partnerships include Ravinia, Museums, and Universities all of which enhance the educational experience of our students. Go Eagles!",Principal,Gerardo B Trujillo,Assistant Principal,Elvia Rincon,5825 S KOSTNER AVE,Chicago,Illinois,"60,629","7,735,352,270","7,735,352,235",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610117,https://pasteurschool.org,,,,,true,"PK,K,1,2,3,4","PK,K-4",594,525,65,224,1,580,8,1,1,0,0,2,0,1,There are 594 students enrolled at PASTEUR.  88.4% are Low Income Students.  10.9% are Diverse Learners.  37.7% are Limited English Learners.,The largest demographic at PASTEUR is Hispanic.  This demographic makes up 97.6% of the student population.  The second greatest demographic is White at 1.3%.,true,Full Day,Full Day,8:15 AM-3:15 PM Main,,,8:00 AM,Spanish,true,,true,,,,,,59,Orange,,41.786895,-87.732666,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,ISP,true,false,true,false,09/01/2004 12:00:00 AM,
"610,188","6,050","25,491",DUNNE,Dunne Technology Academy,ES,false,true,true,true,"The goal of the Technology Academy is to transform traditional methods of teaching and learning to ensure students develop technological skills needed to succeed in today’s global world. Technology is systematically integrated throughout the core curriculum to engage the strengths, interests and learning styles of the students we serve.",Principal,Chandra R Byrd-Wright,Assistant Principal,BeNita Parker,10845 S UNION AVE,Chicago,Illinois,"60,628","7,735,355,517","7,735,355,018",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610188,https://www.dunnestemacademy.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",223,199,30,0,220,0,0,0,0,0,0,1,2,0,There are 223 students enrolled at DUNNE.  89.2% are Low Income Students.  13.5% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at DUNNE is Black.  This demographic makes up 98.7% of the student population.  The second greatest demographic is Other at 1.3%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,,8:30 AM,,,,true,,,,,,"8A, 108",Red,,41.696496,-87.639974,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,Network 13,true,false,true,false,09/01/2004 12:00:00 AM,
"400,120","9,600","66,133",ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,ES,false,true,true,false,"Clemente creates a sense of heritage and community that is reflected as a center of public pride.  Opened in 2012, Clemente serves approximately 540 students from kindergarten to eighth grade. Clemente earned a Level 1 SQRP rating in 2018. Clemente prides itself on rigorous curriculum, an individualized approach to learning, and strong parent partnerships.  A tradition of excellence is the cornerstone of Clemente, which is driven by the commitment of families and the community.  
  While rigorous academics are a top priority at Clemente, we also know that social-emotional development and personal growth are important to the overall education of our Lion student body. Our students start each day with a healthy breakfast and social-emotional learning to feed their bodies and minds. After school there are more than 20 clubs, activities, and sports that involve nearly the entire school.  
  Clemente’s inspiring teachers, staff, and administrators believe the greatest service we can provide our students is an education that equips them with the intellectual, emotional and social skills necessary to succeed in their post-elementary life.  
  At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Ms. Christina Laino,Assistant Principal,Maria Freeman,2050 N NATCHEZ AVE,Chicago,Illinois,"60,707","3,124,555,425","3,124,555,456",http://cps.edu/Schools/Pages/school.aspx?SchoolID=400120,http://rc.aceroschools.org,https://www.facebook.com/Clementeaceroschools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,true,"K,1,2,3,4,5,6,7,8",K-8,511,465,59,232,29,471,3,0,5,0,0,1,2,0,There are 511 students enrolled at ACERO - CLEMENTE.  91% are Low Income Students.  11.5% are Diverse Learners.  45.4% are Limited English Learners.,The largest demographic at ACERO - CLEMENTE is Hispanic.  This demographic makes up 92.2% of the student population.  The second greatest demographic is Black at 5.7%.,true,,Full Day,8:00 AM - 3:30 PM,,,7:30 AM,Spanish,true,,true,,,,,,,,,41.917952,-87.78783,,,,,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2019-2020,,,,,,,,,,,Charter,false,false,false,false,07/01/2012 12:00:00 AM,
"610,254","6,760","26,051",DVORAK,Dvorak Technology Academy,ES,false,true,true,true,Our mission is to provide students in the North Lawndale community with a high quality education by engaging them in a rigorous and relevant curriculum using differentiated instructional practices that support all students' ability to learn. Our goal is to ensure all students are prepared for success in college and beyond.,Principal,Mrs.Terrie Rayburn,Assistant Principal,Tiffany Williams,3615 W 16TH ST,Chicago,Illinois,"60,623","7,735,341,690","7,735,341,676",http://cps.edu/Schools/Pages/school.aspx?SchoolID=610254,http://cps.edu/dvorak,https://www.facebook.com/Dvorak-School-of-Excellence-1155316321149898,https://twitter.com/AUSLChicago,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",373,363,61,1,361,8,2,0,0,0,0,2,0,0,There are 373 students enrolled at DVORAK.  97.3% are Low Income Students.  16.4% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at DVORAK is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 2.1%.,true,Full Day,Full Day,08:30 AM-03:30 PM,,,,,,,true,,,,,,"18, 82",,,41.858883,-87.715744,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,,,,,,,,,,,AUSL,true,false,true,false,09/01/2004 12:00:00 AM,
"609,910","3,270","23,151",FALCONER,Laughlin Falconer Elementary School,ES,false,false,true,true,"Falconer Elementary School is a Technology Magnet Cluster School that provides students with a 21st century learning environment.  Our students have access to an abundance of quality innovative digital programs which help strengthen their knowledge in all subject areas.  From kindergarten to sixth grade, we have outfitted over 20 classrooms with 1:1 technology, ranging from Chromebooks to iPads and beyond.  Along with Technology, Falconer's focus on Social Emotional Learning and Effective Instructional Practices has driven us to maintain a Level 1 rating for five straight school years.  Falconer students ""Enter to Learn and Leave to Achieve""",Principal,James Nash Cosme,Assistant Principal,Ms. Annette Bartel,3020 N LAMON AVE,Chicago,Illinois,"60,641","7,735,343,560","7,735,343,636",http://cps.edu/Schools/Pages/school.aspx?SchoolID=609910,https://falconerelementary.com,https://www.facebook.com/falconerschool,https://twitter.com/CPSFalconer,,,true,"PK,K,1,2,3,4,5,6","PK,K-6","1,020",955,157,409,6,970,34,5,4,0,0,1,0,0,There are 1020 students enrolled at FALCONER.  93.6% are Low Income Students.  15.4% are Diverse Learners.  40.1% are Limited English Learners.,The largest demographic at FALCONER is Hispanic.  This demographic makes up 95.1% of the student population.  The second greatest demographic is White at 3.3%.,true,Half Day,Full Day,07:45 AM-02:45 PM,,,,"Spanish, Spanish for Heritage Speakers",true,true,true,,,true,,,54,,,41.935785,-87.749331,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2019-2020,Counselor/Case Manager,Ms. Kathrine Bambula,Counselor,Ms. Jennifer Piermont,Bilingual Coordinator,Ms. Gina Riggio,Technology Coordinator,Ms. Julie Kelley,Disciplinarian,Ms. Jeanette Franchi,Network 3,true,false,true,false,09/01/2004 12:00:00 AM,
